Inicio
PROGRESSBAR___:  0 | REORDERPLAYLIST___:  0
CLEARPLAYLIST___:  1 | SHOWTIME___:  1
CLEARPLAYLIST___:  1 | SHOWTIME___:  0
REMOVETRACK___:  1 | GUI___:  0
OGG___:  0 | DARKSKIN___:  1
GUI___:  0 | LOADFOLDER___:  1
OGG___:  0 | DARKSKIN___:  0
REORDERPLAYLIST___:  0 | MUTE___:  1
GUI___:  0 | LOADFOLDER___:  0
REORDERPLAYLIST___:  0 | MUTE___:  0
OGG___:  0 | LOADFOLDER___:  0
OGG___:  0 | LOADFOLDER___:  1
MP3___:  0 | GUI___:  0
REMOVETRACK___:  1 | MP3___:  0
TIME___:  0 | CLEARPLAYLIST___:  0
FEATUREAMP___:  0 | QUEUETRACK___:  0
MP3___:  0 | GUI___:  1
REMOVETRACK___:  1 | MP3___:  1
TIME___:  0 | CLEARPLAYLIST___:  1
FEATUREAMP___:  0 | QUEUETRACK___:  1
TIME___:  1 | LIGHTSKIN___:  0
QUEUETRACK___:  1 | LOADFOLDER___:  1
QUEUETRACK___:  1 | LOADFOLDER___:  0
TIME___:  1 | LIGHTSKIN___:  1
MUTE___:  0 | TIME___:  1
MUTE___:  1 | PLAYLIST___:  0
CLEARPLAYLIST___:  0 | MP3___:  1
MUTE___:  0 | TIME___:  0
MUTE___:  1 | PLAYLIST___:  1
CLEARPLAYLIST___:  0 | MP3___:  0
SHUFFLEREPEAT___:  1 | TIME___:  0
SHUFFLEREPEAT___:  1 | TIME___:  1
TIME___:  0 | PLAYER___:  0
TIME___:  0 | PLAYER___:  1
SHOWTIME___:  1 | DARKSKIN___:  0
SHOWTIME___:  1 | DARKSKIN___:  1
REORDERPLAYLIST___:  1 | VOLUMECONTROL___:  0
PLAYLIST___:  0 | MP3___:  0
REORDERPLAYLIST___:  1 | VOLUMECONTROL___:  1
PLAYLIST___:  0 | MP3___:  1
VOLUMECONTROL___:  0 | GUI___:  0
VOLUMECONTROL___:  0 | GUI___:  1
OGG___:  1 | TIME___:  0
DARKSKIN___:  0 | SKIPTRACK___:  1
CLEARPLAYLIST___:  0 | SKIPTRACK___:  1
DARKSKIN___:  0 | SKIPTRACK___:  0
CLEARPLAYLIST___:  0 | SKIPTRACK___:  0
VOLUMECONTROL___:  1 | MUTE___:  1
TIME___:  0 | GUI___:  0
TIME___:  0 | GUI___:  1
SAVEANDLOADPLAYLIST___:  0 | SHUFFLEREPEAT___:  1
CLEARPLAYLIST___:  0 | TIME___:  0
SAVEANDLOADPLAYLIST___:  0 | SHUFFLEREPEAT___:  0
CLEARPLAYLIST___:  0 | TIME___:  1
PROGRESSBAR___:  1 | PLAYER___:  0
PROGRESSBAR___:  1 | PLAYER___:  1
SHUFFLEREPEAT___:  0 | DARKSKIN___:  0
SHUFFLEREPEAT___:  0 | DARKSKIN___:  1
REORDERPLAYLIST___:  1 | CONTROLPLAYIST___:  1
REORDERPLAYLIST___:  1 | CONTROLPLAYIST___:  0
VOLUMECONTROL___:  1 | MUTE___:  0
SHOWTIME___:  0 | VOLUMECONTROL___:  0
SHOWTIME___:  0 | VOLUMECONTROL___:  1
FEATUREAMP___:  0 | LIGHTSKIN___:  0
FEATUREAMP___:  0 | LIGHTSKIN___:  1
OGG___:  1 | TIME___:  1
SAVEANDLOADPLAYLIST___:  0 | FEATUREAMP___:  1
SAVEANDLOADPLAYLIST___:  0 | FEATUREAMP___:  0
LIGHTSKIN___:  0 | GUI___:  1
SHOWTIME___:  0 | MP3___:  0
LIGHTSKIN___:  0 | GUI___:  0
SHOWTIME___:  0 | MP3___:  1
SHUFFLEREPEAT___:  0 | SAVEANDLOADPLAYLIST___:  1
SHUFFLEREPEAT___:  0 | SAVEANDLOADPLAYLIST___:  0
SHUFFLEREPEAT___:  0 | GUI___:  1
PLAYLIST___:  0 | GUI___:  0
OGG___:  1 | SHOWTIME___:  0
OGG___:  1 | SHOWTIME___:  1
PLAYLIST___:  0 | GUI___:  1
SHUFFLEREPEAT___:  0 | GUI___:  0
SAVEANDLOADPLAYLIST___:  0 | VOLUMECONTROL___:  1
PLAYLIST___:  0 | PROGRESSBAR___:  0
PLAYLIST___:  0 | PROGRESSBAR___:  1
SAVEANDLOADPLAYLIST___:  0 | VOLUMECONTROL___:  0
PLAYLIST___:  0 | LIGHTSKIN___:  1
PLAYLIST___:  0 | LIGHTSKIN___:  0
SKIPTRACK___:  0 | SKINS___:  0
SKIPTRACK___:  0 | SKINS___:  1
TIME___:  0 | SHOWCOVER___:  1
TIME___:  0 | SHOWCOVER___:  0
REORDERPLAYLIST___:  0 | REMOVETRACK___:  0
REORDERPLAYLIST___:  0 | REMOVETRACK___:  1
MP3___:  0 | LIGHTSKIN___:  1
TIME___:  1 | MUTE___:  0
MP3___:  0 | LIGHTSKIN___:  0
TIME___:  1 | MUTE___:  1
SKIPTRACK___:  1 | PLAYER___:  0
PLAYER___:  0 | REORDERPLAYLIST___:  0
SKIPTRACK___:  1 | PLAYER___:  1
PLAYER___:  0 | REORDERPLAYLIST___:  1
REMOVETRACK___:  1 | PLAYER___:  1
REMOVETRACK___:  1 | PLAYER___:  0
GUI___:  0 | SHOWTIME___:  1
PLAYER___:  1 | VOLUMECONTROL___:  0
OGG___:  0 | MUTE___:  0
QUEUETRACK___:  0 | DARKSKIN___:  1
PLAYER___:  1 | VOLUMECONTROL___:  1
OGG___:  0 | MUTE___:  1
SAVEANDLOADPLAYLIST___:  0 | PLAYLIST___:  1
PROGRESSBAR___:  1 | MUTE___:  1
SKINS___:  0 | MP3___:  1
SAVEANDLOADPLAYLIST___:  0 | PLAYLIST___:  0
GUI___:  0 | SHOWTIME___:  0
PROGRESSBAR___:  1 | MUTE___:  0
SKINS___:  0 | MP3___:  0
PROGRESSBAR___:  1 | REORDERPLAYLIST___:  1
PROGRESSBAR___:  1 | REORDERPLAYLIST___:  0
TIME___:  1 | SKIPTRACK___:  1
PLAYLIST___:  1 | TIME___:  0
TIME___:  1 | SKIPTRACK___:  0
PLAYLIST___:  1 | TIME___:  1
QUEUETRACK___:  0 | DARKSKIN___:  0
SHOWCOVER___:  1 | DARKSKIN___:  1
SHOWCOVER___:  1 | DARKSKIN___:  0
LOADFOLDER___:  0 | OGG___:  1
FEATUREAMP___:  0 | MUTE___:  1
LOADFOLDER___:  0 | OGG___:  0
FEATUREAMP___:  0 | MUTE___:  0
PROGRESSBAR___:  1 | OGG___:  0
PROGRESSBAR___:  1 | OGG___:  1
SHOWTIME___:  0 | GUI___:  1
SHOWTIME___:  0 | GUI___:  0
VOLUMECONTROL___:  1 | SHUFFLEREPEAT___:  1
VOLUMECONTROL___:  1 | SHUFFLEREPEAT___:  0
SAVEANDLOADPLAYLIST___:  1 | OGG___:  1
SAVEANDLOADPLAYLIST___:  1 | OGG___:  0
DARKSKIN___:  0 | MP3___:  1
DARKSKIN___:  0 | MP3___:  0
SKINS___:  1 | CLEARPLAYLIST___:  1
SKINS___:  1 | CLEARPLAYLIST___:  0
SAVEANDLOADPLAYLIST___:  1 | VOLUMECONTROL___:  0
SAVEANDLOADPLAYLIST___:  1 | VOLUMECONTROL___:  1
REORDERPLAYLIST___:  0 | SKINS___:  1
REORDERPLAYLIST___:  0 | SKINS___:  0
FEATUREAMP___:  1 | QUEUETRACK___:  0
REMOVETRACK___:  0 | SHUFFLEREPEAT___:  0
FEATUREAMP___:  1 | QUEUETRACK___:  1
REMOVETRACK___:  0 | SHUFFLEREPEAT___:  1
REMOVETRACK___:  1 | LOADFOLDER___:  1
REMOVETRACK___:  1 | LOADFOLDER___:  0
DARKSKIN___:  1 | PLAYER___:  1
PLAYLIST___:  0 | SHOWTIME___:  1
PLAYLIST___:  0 | SHOWTIME___:  0
QUEUETRACK___:  0 | SHOWCOVER___:  0
QUEUETRACK___:  0 | SHOWCOVER___:  1
DARKSKIN___:  0 | REMOVETRACK___:  1
QUEUETRACK___:  0 | CONTROLPLAYIST___:  0
DARKSKIN___:  0 | REMOVETRACK___:  0
DARKSKIN___:  1 | PLAYER___:  0
QUEUETRACK___:  0 | CONTROLPLAYIST___:  1
SKIPTRACK___:  1 | MUTE___:  1
MUTE___:  1 | LIGHTSKIN___:  0
SKIPTRACK___:  1 | MUTE___:  0
REMOVETRACK___:  1 | VOLUMECONTROL___:  0
MUTE___:  1 | LIGHTSKIN___:  1
REORDERPLAYLIST___:  1 | TIME___:  1
REMOVETRACK___:  1 | VOLUMECONTROL___:  1
REORDERPLAYLIST___:  1 | TIME___:  0
VOLUMECONTROL___:  0 | MP3___:  1
PLAYLIST___:  1 | SHUFFLEREPEAT___:  0
VOLUMECONTROL___:  0 | MP3___:  0
PLAYLIST___:  1 | SHUFFLEREPEAT___:  1
SKINS___:  1 | SAVEANDLOADPLAYLIST___:  1
OGG___:  1 | SKIPTRACK___:  1
OGG___:  1 | SKIPTRACK___:  0
QUEUETRACK___:  0 | TIME___:  1
QUEUETRACK___:  0 | TIME___:  0
LOADFOLDER___:  1 | REORDERPLAYLIST___:  1
SKINS___:  1 | SAVEANDLOADPLAYLIST___:  0
LOADFOLDER___:  1 | REORDERPLAYLIST___:  0
SAVEANDLOADPLAYLIST___:  1 | SKINS___:  0
REMOVETRACK___:  0 | SHOWTIME___:  0
SAVEANDLOADPLAYLIST___:  0 | SHOWTIME___:  1
REMOVETRACK___:  0 | SHOWTIME___:  1
SAVEANDLOADPLAYLIST___:  0 | SHOWTIME___:  0
SHOWTIME___:  1 | REORDERPLAYLIST___:  1
SAVEANDLOADPLAYLIST___:  1 | SKINS___:  1
SHOWTIME___:  1 | REORDERPLAYLIST___:  0
PLAYLIST___:  0 | SKIPTRACK___:  1
PLAYLIST___:  0 | SKIPTRACK___:  0
REMOVETRACK___:  0 | TIME___:  0
CLEARPLAYLIST___:  1 | PLAYLIST___:  1
REMOVETRACK___:  0 | TIME___:  1
CLEARPLAYLIST___:  1 | PLAYLIST___:  0
FEATUREAMP___:  0 | SAVEANDLOADPLAYLIST___:  1
FEATUREAMP___:  0 | SAVEANDLOADPLAYLIST___:  0
CONTROLPLAYIST___:  0 | GUI___:  0
CONTROLPLAYIST___:  0 | GUI___:  1
SHUFFLEREPEAT___:  0 | PLAYER___:  1
MUTE___:  1 | REORDERPLAYLIST___:  1
CLEARPLAYLIST___:  0 | SAVEANDLOADPLAYLIST___:  0
FEATUREAMP___:  0 | SKIPTRACK___:  1
SHUFFLEREPEAT___:  0 | PLAYER___:  0
CLEARPLAYLIST___:  0 | SAVEANDLOADPLAYLIST___:  1
SAVEANDLOADPLAYLIST___:  0 | CONTROLPLAYIST___:  1
FEATUREAMP___:  0 | SKIPTRACK___:  0
MUTE___:  1 | REORDERPLAYLIST___:  0
CONTROLPLAYIST___:  1 | CLEARPLAYLIST___:  1
SAVEANDLOADPLAYLIST___:  0 | CONTROLPLAYIST___:  0
CONTROLPLAYIST___:  1 | CLEARPLAYLIST___:  0
TIME___:  0 | MP3___:  0
QUEUETRACK___:  1 | SHOWTIME___:  0
SHOWTIME___:  0 | TIME___:  1
SHOWTIME___:  0 | TIME___:  0
TIME___:  0 | MP3___:  1
REMOVETRACK___:  0 | LOADFOLDER___:  0
REMOVETRACK___:  0 | LOADFOLDER___:  1
QUEUETRACK___:  1 | SHOWTIME___:  1
PROGRESSBAR___:  0 | SHOWCOVER___:  0
PROGRESSBAR___:  0 | SHOWCOVER___:  1
SKINS___:  0 | VOLUMECONTROL___:  0
CLEARPLAYLIST___:  0 | LIGHTSKIN___:  0
CLEARPLAYLIST___:  0 | LIGHTSKIN___:  1
SKINS___:  0 | VOLUMECONTROL___:  1
REORDERPLAYLIST___:  0 | VOLUMECONTROL___:  1
REORDERPLAYLIST___:  0 | VOLUMECONTROL___:  0
SKINS___:  0 | MUTE___:  1
SKINS___:  0 | MUTE___:  0
SHOWCOVER___:  1 | PROGRESSBAR___:  1
REORDERPLAYLIST___:  0 | SHOWCOVER___:  0
SHOWCOVER___:  1 | PROGRESSBAR___:  0
LOADFOLDER___:  0 | PROGRESSBAR___:  1
OGG___:  1 | PROGRESSBAR___:  1
REORDERPLAYLIST___:  0 | SHOWCOVER___:  1
LOADFOLDER___:  0 | PROGRESSBAR___:  0
OGG___:  1 | PROGRESSBAR___:  0
PROGRESSBAR___:  1 | GUI___:  0
SAVEANDLOADPLAYLIST___:  0 | TIME___:  0
PROGRESSBAR___:  1 | GUI___:  1
SAVEANDLOADPLAYLIST___:  0 | TIME___:  1
SKIPTRACK___:  0 | FEATUREAMP___:  0
LOADFOLDER___:  0 | FEATUREAMP___:  1
SKIPTRACK___:  0 | FEATUREAMP___:  1
SHOWCOVER___:  0 | GUI___:  0
LOADFOLDER___:  0 | FEATUREAMP___:  0
DARKSKIN___:  0 | LIGHTSKIN___:  1
SHOWCOVER___:  0 | GUI___:  1
DARKSKIN___:  0 | LIGHTSKIN___:  0
CONTROLPLAYIST___:  0 | PROGRESSBAR___:  0
MP3___:  1 | PLAYER___:  0
MP3___:  1 | PLAYER___:  1
FEATUREAMP___:  1 | OGG___:  0
FEATUREAMP___:  1 | OGG___:  1
CONTROLPLAYIST___:  0 | PROGRESSBAR___:  1
PLAYLIST___:  1 | VOLUMECONTROL___:  0
GUI___:  1 | OGG___:  0
FEATUREAMP___:  1 | TIME___:  1
TIME___:  1 | CLEARPLAYLIST___:  0
PLAYLIST___:  1 | VOLUMECONTROL___:  1
FEATUREAMP___:  1 | TIME___:  0
TIME___:  1 | CLEARPLAYLIST___:  1
GUI___:  1 | OGG___:  1
CLEARPLAYLIST___:  1 | SHOWCOVER___:  0
REMOVETRACK___:  0 | PLAYLIST___:  0
MUTE___:  0 | SHOWCOVER___:  1
CLEARPLAYLIST___:  1 | SHOWCOVER___:  1
MUTE___:  0 | SHOWCOVER___:  0
SAVEANDLOADPLAYLIST___:  0 | PROGRESSBAR___:  0
REMOVETRACK___:  0 | PROGRESSBAR___:  0
SAVEANDLOADPLAYLIST___:  0 | PROGRESSBAR___:  1
REMOVETRACK___:  0 | PLAYLIST___:  1
PLAYER___:  1 | PLAYLIST___:  1
PLAYER___:  1 | PLAYLIST___:  0
LOADFOLDER___:  0 | LIGHTSKIN___:  1
DARKSKIN___:  1 | QUEUETRACK___:  0
DARKSKIN___:  1 | QUEUETRACK___:  1
SHOWTIME___:  0 | REORDERPLAYLIST___:  0
LIGHTSKIN___:  1 | TIME___:  1
QUEUETRACK___:  1 | LIGHTSKIN___:  1
QUEUETRACK___:  1 | LIGHTSKIN___:  0
VOLUMECONTROL___:  0 | SHUFFLEREPEAT___:  1
LIGHTSKIN___:  1 | TIME___:  0
VOLUMECONTROL___:  0 | SHUFFLEREPEAT___:  0
REMOVETRACK___:  1 | SHUFFLEREPEAT___:  1
FEATUREAMP___:  1 | PLAYER___:  1
REMOVETRACK___:  1 | SHUFFLEREPEAT___:  0
FEATUREAMP___:  1 | PLAYER___:  0
SHOWTIME___:  0 | REORDERPLAYLIST___:  1
SHUFFLEREPEAT___:  1 | FEATUREAMP___:  0
SHUFFLEREPEAT___:  1 | FEATUREAMP___:  1
SHOWCOVER___:  0 | LIGHTSKIN___:  0
FEATUREAMP___:  0 | CLEARPLAYLIST___:  0
FEATUREAMP___:  0 | CLEARPLAYLIST___:  1
SHOWCOVER___:  0 | LIGHTSKIN___:  1
TIME___:  0 | QUEUETRACK___:  0
DARKSKIN___:  0 | GUI___:  0
DARKSKIN___:  0 | GUI___:  1
REORDERPLAYLIST___:  1 | QUEUETRACK___:  1
TIME___:  0 | QUEUETRACK___:  1
REORDERPLAYLIST___:  1 | QUEUETRACK___:  0
LOADFOLDER___:  0 | LIGHTSKIN___:  0
SKIPTRACK___:  1 | SKINS___:  1
LIGHTSKIN___:  1 | CONTROLPLAYIST___:  0
SKIPTRACK___:  1 | SKINS___:  0
CONTROLPLAYIST___:  0 | LOADFOLDER___:  1
CONTROLPLAYIST___:  0 | LOADFOLDER___:  0
LIGHTSKIN___:  1 | CONTROLPLAYIST___:  1
REMOVETRACK___:  0 | VOLUMECONTROL___:  0
REMOVETRACK___:  0 | VOLUMECONTROL___:  1
SAVEANDLOADPLAYLIST___:  0 | SKINS___:  0
SAVEANDLOADPLAYLIST___:  0 | SKINS___:  1
REORDERPLAYLIST___:  1 | SHUFFLEREPEAT___:  0
REORDERPLAYLIST___:  1 | SHUFFLEREPEAT___:  1
QUEUETRACK___:  1 | PLAYLIST___:  0
CONTROLPLAYIST___:  0 | VOLUMECONTROL___:  1
CONTROLPLAYIST___:  0 | VOLUMECONTROL___:  0
SHUFFLEREPEAT___:  1 | REMOVETRACK___:  0
SHUFFLEREPEAT___:  1 | REMOVETRACK___:  1
PLAYLIST___:  0 | QUEUETRACK___:  0
FEATUREAMP___:  1 | SKINS___:  1
OGG___:  1 | PLAYER___:  1
PLAYLIST___:  0 | QUEUETRACK___:  1
DARKSKIN___:  1 | SHOWTIME___:  1
SAVEANDLOADPLAYLIST___:  1 | DARKSKIN___:  1
DARKSKIN___:  1 | SHOWTIME___:  0
SAVEANDLOADPLAYLIST___:  1 | DARKSKIN___:  0
CLEARPLAYLIST___:  1 | REORDERPLAYLIST___:  0
OGG___:  1 | PLAYER___:  0
CLEARPLAYLIST___:  1 | REORDERPLAYLIST___:  1
LIGHTSKIN___:  0 | LOADFOLDER___:  1
SAVEANDLOADPLAYLIST___:  1 | LIGHTSKIN___:  1
SAVEANDLOADPLAYLIST___:  1 | LIGHTSKIN___:  0
LIGHTSKIN___:  0 | LOADFOLDER___:  0
FEATUREAMP___:  1 | SKINS___:  0
QUEUETRACK___:  1 | PLAYLIST___:  1
FEATUREAMP___:  1 | SHOWCOVER___:  0
PLAYER___:  1 | LOADFOLDER___:  1
PLAYER___:  1 | LOADFOLDER___:  0
FEATUREAMP___:  0 | REORDERPLAYLIST___:  1
FEATUREAMP___:  1 | SHOWCOVER___:  1
CONTROLPLAYIST___:  1 | SKINS___:  1
SHOWCOVER___:  0 | PROGRESSBAR___:  1
CONTROLPLAYIST___:  1 | SKINS___:  0
SHOWCOVER___:  0 | PROGRESSBAR___:  0
SKINS___:  0 | SAVEANDLOADPLAYLIST___:  0
SKINS___:  0 | SAVEANDLOADPLAYLIST___:  1
MUTE___:  0 | GUI___:  1
MUTE___:  0 | GUI___:  0
MP3___:  0 | LOADFOLDER___:  1
MP3___:  0 | LOADFOLDER___:  0
LIGHTSKIN___:  0 | SHOWCOVER___:  1
LIGHTSKIN___:  1 | PLAYLIST___:  1
QUEUETRACK___:  1 | SHUFFLEREPEAT___:  0
MP3___:  1 | MUTE___:  1
LIGHTSKIN___:  1 | PLAYLIST___:  0
MP3___:  1 | MUTE___:  0
REORDERPLAYLIST___:  1 | PLAYLIST___:  1
REORDERPLAYLIST___:  1 | PLAYLIST___:  0
QUEUETRACK___:  1 | SHUFFLEREPEAT___:  1
VOLUMECONTROL___:  1 | LIGHTSKIN___:  0
VOLUMECONTROL___:  0 | PROGRESSBAR___:  1
VOLUMECONTROL___:  0 | PROGRESSBAR___:  0
LIGHTSKIN___:  0 | SHOWCOVER___:  0
VOLUMECONTROL___:  1 | LIGHTSKIN___:  1
PLAYER___:  0 | SHUFFLEREPEAT___:  0
CLEARPLAYLIST___:  0 | QUEUETRACK___:  0
CLEARPLAYLIST___:  0 | QUEUETRACK___:  1
PLAYER___:  0 | SHUFFLEREPEAT___:  1
MP3___:  0 | OGG___:  0
PROGRESSBAR___:  0 | SKINS___:  1
PROGRESSBAR___:  0 | SKINS___:  0
LIGHTSKIN___:  0 | CONTROLPLAYIST___:  0
LIGHTSKIN___:  0 | CONTROLPLAYIST___:  1
REORDERPLAYLIST___:  1 | LIGHTSKIN___:  1
REORDERPLAYLIST___:  1 | LIGHTSKIN___:  0
OGG___:  0 | REORDERPLAYLIST___:  1
OGG___:  0 | REORDERPLAYLIST___:  0
FEATUREAMP___:  1 | SAVEANDLOADPLAYLIST___:  1
SHUFFLEREPEAT___:  0 | OGG___:  1
VOLUMECONTROL___:  0 | PLAYLIST___:  0
PLAYLIST___:  0 | SAVEANDLOADPLAYLIST___:  1
PLAYER___:  1 | MP3___:  0
SHUFFLEREPEAT___:  0 | OGG___:  0
SKINS___:  0 | SKIPTRACK___:  1
PLAYLIST___:  0 | SAVEANDLOADPLAYLIST___:  0
FEATUREAMP___:  1 | SAVEANDLOADPLAYLIST___:  0
PLAYER___:  1 | MP3___:  1
SKINS___:  0 | SKIPTRACK___:  0
PROGRESSBAR___:  1 | MP3___:  1
LOADFOLDER___:  0 | TIME___:  1
PROGRESSBAR___:  1 | MP3___:  0
SHUFFLEREPEAT___:  1 | CLEARPLAYLIST___:  1
OGG___:  1 | LIGHTSKIN___:  0
VOLUMECONTROL___:  0 | PLAYLIST___:  1
SHUFFLEREPEAT___:  1 | CLEARPLAYLIST___:  0
OGG___:  1 | LIGHTSKIN___:  1
LOADFOLDER___:  0 | TIME___:  0
LOADFOLDER___:  0 | MP3___:  1
LOADFOLDER___:  0 | MP3___:  0
SAVEANDLOADPLAYLIST___:  0 | LOADFOLDER___:  0
SAVEANDLOADPLAYLIST___:  0 | LOADFOLDER___:  1
MP3___:  0 | OGG___:  1
FEATUREAMP___:  0 | REORDERPLAYLIST___:  0
GUI___:  0 | CLEARPLAYLIST___:  1
GUI___:  0 | CLEARPLAYLIST___:  0
PROGRESSBAR___:  0 | FEATUREAMP___:  0
PROGRESSBAR___:  0 | FEATUREAMP___:  1
PROGRESSBAR___:  1 | SAVEANDLOADPLAYLIST___:  0
FEATUREAMP___:  0 | PLAYLIST___:  1
PROGRESSBAR___:  1 | SAVEANDLOADPLAYLIST___:  1
PLAYER___:  0 | TIME___:  1
FEATUREAMP___:  0 | PLAYLIST___:  0
PLAYER___:  0 | TIME___:  0
CONTROLPLAYIST___:  1 | MUTE___:  1
CONTROLPLAYIST___:  1 | MUTE___:  0
SHOWCOVER___:  1 | SKINS___:  0
DARKSKIN___:  0 | LOADFOLDER___:  1
SHOWCOVER___:  1 | SKINS___:  1
DARKSKIN___:  0 | LOADFOLDER___:  0
CONTROLPLAYIST___:  0 | SHUFFLEREPEAT___:  1
SKINS___:  1 | VOLUMECONTROL___:  1
SKINS___:  1 | VOLUMECONTROL___:  0
GUI___:  1 | MUTE___:  1
CONTROLPLAYIST___:  0 | SHUFFLEREPEAT___:  0
GUI___:  1 | MUTE___:  0
LIGHTSKIN___:  1 | SKINS___:  1
LIGHTSKIN___:  1 | SKINS___:  0
GUI___:  0 | SKINS___:  0
TIME___:  0 | SHOWTIME___:  0
MUTE___:  0 | SKINS___:  1
MUTE___:  0 | SKINS___:  0
TIME___:  0 | SHOWTIME___:  1
GUI___:  0 | SKINS___:  1
SHOWTIME___:  0 | SHOWCOVER___:  1
SHOWTIME___:  0 | SHOWCOVER___:  0
SAVEANDLOADPLAYLIST___:  1 | SHUFFLEREPEAT___:  0
LOADFOLDER___:  1 | PLAYLIST___:  1
LOADFOLDER___:  1 | PLAYLIST___:  0
SAVEANDLOADPLAYLIST___:  1 | SHUFFLEREPEAT___:  1
OGG___:  1 | FEATUREAMP___:  1
OGG___:  1 | FEATUREAMP___:  0
OGG___:  1 | LOADFOLDER___:  0
OGG___:  1 | LOADFOLDER___:  1
OGG___:  0 | REMOVETRACK___:  1
OGG___:  0 | REMOVETRACK___:  0
SKINS___:  1 | DARKSKIN___:  1
SKINS___:  1 | DARKSKIN___:  0
CONTROLPLAYIST___:  0 | OGG___:  0
CONTROLPLAYIST___:  0 | OGG___:  1
GUI___:  1 | SAVEANDLOADPLAYLIST___:  1
GUI___:  1 | SAVEANDLOADPLAYLIST___:  0
MUTE___:  0 | SAVEANDLOADPLAYLIST___:  1
MUTE___:  0 | SAVEANDLOADPLAYLIST___:  0
LIGHTSKIN___:  0 | REORDERPLAYLIST___:  0
TIME___:  0 | OGG___:  0
QUEUETRACK___:  1 | VOLUMECONTROL___:  0
SKINS___:  0 | GUI___:  1
LIGHTSKIN___:  0 | REORDERPLAYLIST___:  1
TIME___:  0 | OGG___:  1
PLAYLIST___:  1 | LOADFOLDER___:  1
QUEUETRACK___:  1 | VOLUMECONTROL___:  1
CONTROLPLAYIST___:  0 | FEATUREAMP___:  0
PLAYLIST___:  1 | LOADFOLDER___:  0
CONTROLPLAYIST___:  0 | FEATUREAMP___:  1
SKINS___:  0 | GUI___:  0
FEATUREAMP___:  0 | PROGRESSBAR___:  1
FEATUREAMP___:  0 | PROGRESSBAR___:  0
PROGRESSBAR___:  1 | CONTROLPLAYIST___:  0
CLEARPLAYLIST___:  0 | REORDERPLAYLIST___:  0
PROGRESSBAR___:  1 | CONTROLPLAYIST___:  1
CLEARPLAYLIST___:  0 | REORDERPLAYLIST___:  1
LIGHTSKIN___:  0 | FEATUREAMP___:  0
REMOVETRACK___:  1 | DARKSKIN___:  0
REMOVETRACK___:  1 | DARKSKIN___:  1
LIGHTSKIN___:  0 | FEATUREAMP___:  1
LIGHTSKIN___:  1 | PROGRESSBAR___:  0
SHOWTIME___:  1 | VOLUMECONTROL___:  0
LIGHTSKIN___:  1 | PROGRESSBAR___:  1
SHOWTIME___:  1 | VOLUMECONTROL___:  1
LOADFOLDER___:  1 | SKINS___:  1
PROGRESSBAR___:  0 | LOADFOLDER___:  0
LOADFOLDER___:  1 | SKINS___:  0
PROGRESSBAR___:  0 | LOADFOLDER___:  1
SHOWTIME___:  0 | OGG___:  0
SHOWTIME___:  0 | OGG___:  1
MUTE___:  0 | REORDERPLAYLIST___:  0
MUTE___:  0 | REORDERPLAYLIST___:  1
SKINS___:  1 | TIME___:  1
SKINS___:  1 | TIME___:  0
